Fonte de Recursos,Despesa,Liquidado,
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903903 - CONDOMINIOS,"           2.273.969,46",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903906 - VALE-REFEICAO/ALIMENT. A SERV/EMPREGADOS,"           3.665.194,88",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903914 - EXAMES LABORATORIAIS,"               4.000,00",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903915 - LOC.DE MAQ. REPROGRAFICAS S/MAO DE OBRA,"              29.646,68",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903918 - PROPAGANDA/PUBLICIDADE,"             916.685,01",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903919 - LOCACAO DE MAQUINAS E EQUIPAMENTOS DIVERSOS,"             596.001,77",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903920 - INSTAL.MANUT.DE EQUIP.DE INFORM TRANSF88,"                 654,00",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903921 - SERVICOS DE COMUNICACAO DE DADOS,"             333.981,00",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903925 - SERVICOS DE CORREIOS,"             216.093,25",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903926 - PUBLICIDADE LEGAL,"              12.892,02",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903927 - GERENCIAMENTO DE ABASTECIMENTO DE COMBUSTIVE,"              10.318,25",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,"33903936 - DEDETIZACAO,DESINSETIZACAO E DESRATIZACAO","              81.295,79",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903940 - FRETES E TRANSPORTES,"              60.642,49",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903942 - SEGURO DE VIDA,"              53.060,35",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,"33903943 - ASSIN.DE JORNAIS,PERIODICOS E CLIPAGEM","              30.739,50",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903944 - SEGURO DE VEICULO,"              53.995,00",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903945 - OUTROS SEGUROS,"             118.343,86",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,"33903946 - SERVICOS MEDICOS,HOSPITALARES E ODONTOLOGICO","           8.360.674,43",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903949 - ESTAGIARIOS CONTRATADOS POR INSTITUICOES,"             124.518,41",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903950 - SERVICOS DE MONITORIA,"           2.112.819,60",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903952 - PROJ.PESQ.LEVANTAM.PROSP.E ANALISE DE DADOS,"              54.500,00",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,"33903954 - CONGRESSOS,SEMINARIOS,SIMPOSIOS E CONGENERES","               1.750,00",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903956 - ALIMEN.HOSPED.P/EVENTOS PROG.PELA INSTITUICA,"               3.059,25",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,"33903958 - AUDIO,VIDEO,FOTO E PROJECAO","               3.800,00",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903961 - CONTRATACAO DE CURSOS PARA SERVIDOR PUBLICO,"               9.970,00",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903962 - CONTR.CURSOS INCL.QUALIF.PROFIS.EXT.SERV.PUB,"                 899,00",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,"33903963 - INSTAL.REPAR.MANUT.DIVI,PORTAS,CORT,PERS.AFI","              34.590,26",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,"33903965 - SERVICOS DE COPA, COPEIRAGEM","               2.640,04",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903973 - FORNEC.ALIMENTACAO PREPARADA-DEMAIS SERV.PUB,"             866.509,51",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903979 - CONSERVACAO E MANUTENCAO DE IMOVEIS,"           1.284.603,09",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903980 - CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT,"           1.527.322,96",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903981 - REFORMAS DE IMOVEIS_INCL.INSTAL.HIDRA.E ELET,"               9.000,00",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903982 - CONSERV.ESTRADAS E OUTROS BENS DE DOM.PUBLIC,"             161.732,65",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903983 - SERVICOS GRAFICOS,"             700.455,26",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903991 - LOCACAO DE IMOVEIS,"             964.060,83",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903992 - DESPESAS MIUDAS E DE PRONTO PAGAMENTO,"              47.950,27",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903993 - VERBA DE REPRESENTACAO,"             277.025,84",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33903999 - OUTROS SERVICOS DE TERCEIROS,"          19.408.363,80",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33904007 - MANUTENÁ„O DE SOFTWARE,"             182.262,32",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33904010 - ATUALIZ.OU AQUIS.LICENÁA E CESS„O DE SOFTWAR,"               7.382,79",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33904012 - SUPORTE A USU·RIOS DE TI,"             977.445,55",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33904015 - MANUTENÁ„O DE EQUIPAMENTOS DE TI,"              10.140,50",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33904016 - COMUNICAÁ„O DE DADOS,"                 808,79",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33904018 - SALA COFRE,"             179.889,34",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33904090 - SERVIÁOS DE TECNOLOGIA DA INFORMAÁ„O,"          15.993.466,75",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33904710 - CONTRIBUICOES P/FORMACAO DO PASEP/PIS,"             631.984,33",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33904720 - OUTRAS OBRIGACOES TRIBUTARIAS E CONTRIBUTIVA,"           1.001.884,26",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33904722 - OUTRAS TAXAS,"                 679,00",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33905011 - ENERGIA ELETRICA,"             927.378,09",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33905012 - TELEFONIA FIXA,"             178.933,24",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33905013 - AGUA E ESGOTOS,"              86.500,79",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33905014 - GAS ENCANADO,"                 624,49",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33905015 - OUTROS SERVICOS DE UTILIDADE PUBLICA,"             285.395,40",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33905017 - TELEFONIA MOVEL CELULAR,"               7.102,07",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33909211 - VALE-REFEICAO,"              36.699,00",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33909212 - ALIMENTACAO PREPARADA,"              81.064,70",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33909214 - LIMPEZA,"              34.107,44",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33909215 - VIGILANCIA,"             108.075,69",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33909216 - ENERGIA ELETRICA,"               2.350,27",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33909217 - TELEFONIA,"              22.223,93",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33909220 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES,"           5.773.488,49",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33909301 - INDENIZACOES E RESTITUICOES DIVERSAS,"             920.982,30",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,33919301 - INDENIZACOES E RESTITUICOES DIVERSAS,"           1.760.933,08",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,44903515 - SERVICOS DE CONSULT.ASSESS.PARA INVESTIMENTO,"              36.910,00",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,44903999 - OUTROS SERVICOS DE TERCEIROS,"               4.902,36",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,44904062 - AQUISIÁ„O DE SOFTWARE,"           2.384.246,02",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,44904064 - COMUNICAÁ„O DE DADOS,"              46.925,00",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,44905110 - ESTUDOS E PROJETOS,"           1.303.814,32",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,44905112 - INSTALACOES,"             445.327,83",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,44905130 - EXECUCAO DE OBRAS E INSTALACOES,"           9.367.477,54",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,44905220 - EQUIPAMENTOS DE TECNOLOGIA DA INFORMAC„O,"           6.860.879,18",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,44905231 - MAQUINAS E MOTORES,"              58.334,35",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,44905232 - MOBILIARIO EM GERAL,"           1.039.783,41",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,"44905233 - MATERIAL EDUCATIVO,CULTURAL E RECREATIVO","              35.774,36",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,44905234 - OUTROS EQUIPAMENTOS E MATERIAL PERMANENTE,"          13.172.930,93",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,"44905235 - EQUIP.E MOBIL.MED.-HOSPITALAR,ODONTOLOGICO","              87.421,07",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,44905242 - AQUISICAO DE SOFTWARE PRONTO,"               4.500,00",
044 - REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,44909201 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES,"             470.800,00",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,31901112 - PESSOAL CIVIL PAGO PELA UNIDADE,"           9.309.014,41",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,31901129 - PESSOAL CIVIL PAGO PELA UNIDADE-13 SALARIO,"             605.275,10",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,31901131 - PESSOAL CIVIL PAGO PELA UNIDADE-1/3 FERIAS,"             460.496,90",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,31901312 - OUTRAS CONTRIBUICOES DE PREV.SOCIAL,"           2.495.636,80",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,31901313 - FUNDO DE GARANTIA POR TEMPO DE SERVICO,"           1.791.769,52",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,31901322 - PARCELAM.DE DEBITOS JUNTO A PREV.SOCIAL,"             128.638,17",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,31901323 - PREVIDENCIA SOCIAL/PESSOAL CLT,"           1.289.880,14",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,31901613 - HORA EXTRA,"               1.521,43",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,31901616 - DESPESAS EVENTUAIS DE PESSOAL CIVIL,"           2.589.964,76",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,31909412 - INDENIZ.POR DEMISSAO DE SERVID.OU EMPREG.,"             247.676,00",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33413901 - TRANSFERENCIAS PARA SERVICOS,"          32.634.812,00",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33504380 - SERVICOS DE SAUDE-GESTAO MUNICIPIOS-ENTIDADE,"         112.585.453,92",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33901401 - DIARIAS PESSOAL CIVIL,"             655.135,78",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33901416 - DIARIAS NO EXTERIOR,"             716.521,12",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33901801 - AUXILIO FINANCEIRO A ESTUDANTES,"           3.403.049,19",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33901803 - AUX.FIN.A ESTUD.CONCEDIDO PELAS UNIV.PAULIST,"           1.281.937,34",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33902001 - AUXILIO FINAN.A PESQUISADORES-PESQ.INDIVIDUA,"          37.091.224,80",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33902002 - AUXÌLIO FINAN.A PESQUISADORES-PESQ.COLETIVA,"              70.947,74",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903010 - GENEROS ALIMENTICIOS,"          38.978.187,84",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,"33903013 - MATERIAL E UTENS.P/REFEITORIO,COPA E COZINHA","               3.198,00",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903014 - MATERIAL DE LIMPEZA,"                 468,72",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903015 - ARTIGOS DE HIGIENE PESSOAL,"              10.599,50",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903016 - MATERIAL DE ACONDICIONAMENTO E EMBALAGEM,"                 876,20",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903021 - GASOLINA AUTOMOTIVA,"               2.171,58",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903022 - DIESEL AUTOMOTIVO,"               5.049,84",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903023 - ETANOL AUTOMOTIVO,"                 687,25",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903028 - DIESEL AUTOMOTIVO-REEMBOLSO,"              13.447,00",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903030 - MEDICAMENTOS E INSUMOS FARMACEUTICOS,"               2.261,56",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,"33903031 - MATERIAL MEDICO,HOSPITALAR E ODONTOLOGICO","             400.360,45",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903032 - MATERIAL DE USO LABORATORIAL,"             985.039,15",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903034 - MATERIAL DE USO VETERINARIO,"                 257,60",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903039 - MATERIAL ESPORTIVO E DE LAZER,"                 753,05",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903040 - MATERIAL EDUCATIVO E CULTURAL,"           8.781.644,06",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903041 - MATERIAL DE ESCRITORIO PAPELARIA E IMPRESSOS,"              43.729,76",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903042 - MATERIAL PARA FOTOGRAFIA E FILMAGEM,"                  76,00",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903050 - PECAS DE REPOSICAO E ACESSORIOS,"             164.038,77",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903052 - MATERIAL P/ CONSERVACAO E MANUT. DE IMOVEIS,"               1.508,73",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903054 - MATERIAL INSTALACAO ELETRICA E ELETRONICA,"               1.913,04",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903060 - MATERIAIS E SUPRIMENTOS DE INFORMATICA,"              74.703,00",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903061 - PECAS E ACESSOR.E COMPONENTES DE INFORMATICA,"              27.925,24",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903062 - MUNICOES E EXPLOSIVOS,"             292.469,89",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,"33903080 - ANIMAIS PARA ABATE,EXPERIMENTO E SEMEM","              14.742,00",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903081 - ALIMENTOS PARA ANIMAIS,"               2.970,00",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903090 - OUTROS MATERIAIS DE CONSUMO,"              43.802,83",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903101 - PREMIO EM PECUNIA,"           6.945.559,00",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903342 - PASSAGENS AEREAS        EXERCICIO ANTERIOR.,"           1.985.103,65",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,"33903343 - LOCACAO DE VEICULOS,AERONAVES E OUTROS","             515.735,23",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903345 - OUTRAS DESP.C/TRANSPORTES E LOCOMOCAO,"              18.284,43",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903611 - OUTRAS REMUNERACOES DE SERVICOS PESSOAIS,"           3.720.239,28",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903612 - ENCARGOS SOCIAIS E OBRIGACOES FISCAIS,"              57.961,66",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903613 - ESTAGIARIOS DIRETAMENTE CONTRATADOS,"               4.832,88",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903616 - AJUDA DE CUSTO A COLABORADORES EVENTUAIS,"             738.708,49",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903618 - ETAPAS PAGAS A COLABORADORES EVENTUAIS,"                 320,00",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903795 - SERVICOS DE VIGILANCIA,"             645.201,28",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903796 - SERVICOS DE LIMPEZA,"             138.793,13",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903799 - OUTROS SERVICOS,"              31.741,94",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903914 - EXAMES LABORATORIAIS,"               4.000,00",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903918 - PROPAGANDA/PUBLICIDADE,"              18.084,77",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903919 - LOCACAO DE MAQUINAS E EQUIPAMENTOS DIVERSOS,"             203.100,00",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903926 - PUBLICIDADE LEGAL,"               9.468,30",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903945 - OUTROS SEGUROS,"               3.611,08",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,"33903954 - CONGRESSOS,SEMINARIOS,SIMPOSIOS E CONGENERES","              12.272,00",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903955 - INSCRICOES EM EVENTOS DIVERSOS,"              41.212,43",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903956 - ALIMEN.HOSPED.P/EVENTOS PROG.PELA INSTITUICA,"              25.432,90",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,"33903958 - AUDIO,VIDEO,FOTO E PROJECAO","             146.150,00",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903961 - CONTRATACAO DE CURSOS PARA SERVIDOR PUBLICO,"           4.125.382,33",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903979 - CONSERVACAO E MANUTENCAO DE IMOVEIS,"             340.000,00",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903980 - CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT,"             764.959,59",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903983 - SERVICOS GRAFICOS,"           6.908.783,15",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903991 - LOCACAO DE IMOVEIS,"             110.800,00",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33903999 - OUTROS SERVICOS DE TERCEIROS,"           3.159.451,29",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33904007 - MANUTENÁ„O DE SOFTWARE,"               3.504,06",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33904010 - ATUALIZ.OU AQUIS.LICENÁA E CESS„O DE SOFTWAR,"              96.808,68",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33904015 - MANUTENÁ„O DE EQUIPAMENTOS DE TI,"             161.947,00",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33904019 - SERVIÁOS DE DIGITAÁ„O E PREPARAÁ„O DE DADOS,"             140.138,80",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33904090 - SERVIÁOS DE TECNOLOGIA DA INFORMAÁ„O,"             278.002,86",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33905011 - ENERGIA ELETRICA,"              39.934,79",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33905013 - AGUA E ESGOTOS,"              35.527,86",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33909220 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES,"               3.292,76",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33909221 - DIARIAS,"               2.598,60",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33909301 - INDENIZACOES E RESTITUICOES DIVERSAS,"           1.132.763,79",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,33909315 - AJUDA DE CUSTO-PESSOAL CIVIL,"               2.100,00",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,44905112 - INSTALACOES,"              50.000,00",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,44905130 - EXECUCAO DE OBRAS E INSTALACOES,"          14.410.767,22",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,44905210 - VEICULOS DIVERSOS,"           1.623.626,13",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,44905220 - EQUIPAMENTOS DE TECNOLOGIA DA INFORMAC„O,"             383.739,00",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,44905232 - MOBILIARIO EM GERAL,"              12.900,00",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,"44905233 - MATERIAL EDUCATIVO,CULTURAL E RECREATIVO","           4.328.932,00",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,44905234 - OUTROS EQUIPAMENTOS E MATERIAL PERMANENTE,"           5.195.579,08",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,"44905235 - EQUIP.E MOBIL.MED.-HOSPITALAR,ODONTOLOGICO","           7.370.147,61",
045 - REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,44909301 - INDENIZACOES E RESTITUICOES DIVERSAS,"           3.018.673,73",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33901401 - DIARIAS PESSOAL CIVIL,"              78.206,93",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33903024 - OUTROS COMBUSTIVEIS E LUBRIFICANTES,"              23.327,30",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33903025 - GASOLINA AUTOMOTIVA-REEMBOLSO,"              16.711,85",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33903027 - ETANOL AUTOMOTIVO-REEMBOLSO,"              73.000,00",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33903028 - DIESEL AUTOMOTIVO-REEMBOLSO,"             127.000,00",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33903342 - PASSAGENS AEREAS        EXERCICIO ANTERIOR.,"               1.931,24",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,"33903501 - OUTROS SERV.CONSULTORIA,ASSESS.E AUDITORIA","             135.920,50",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33903945 - OUTROS SEGUROS,"             163.500,00",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33903950 - SERVICOS DE MONITORIA,"             735.199,52",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33903979 - CONSERVACAO E MANUTENCAO DE IMOVEIS,"           1.656.447,99",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33903980 - CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT,"             376.879,56",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33903991 - LOCACAO DE IMOVEIS,"               7.245,00",
